user_id,segment,strategy,n_sent,n_opens,n_clicks,journey_length,avg_time_between_events_hours,recency_days,dominant_channel,first_channel,last_channel,converted,dropped_off
U01787,new_cold_customer,trigger,4,1,0,5,42.2922,1.4937,social,social,social,0,1
U01788,loyal_customer,fixed,2,0,0,2,20.2168,12.0525,email,email,social,0,0
U01789,low_engagement,hybrid,2,1,0,3,28.2268,1.9456,social,social,social,0,1
U01790,loyal_customer,trigger,4,2,2,9,18.2768,5.6766,social,email,offer,1,0
U01791,new_cold_customer,hybrid,3,1,1,5,70.5707,1.9952,social,social,social,0,1
U01792,loyal_customer,hybrid,2,1,1,4,14.8234,11.3089,email,social,email,0,1
U01793,new_cold_customer,hybrid,3,1,0,4,56.847,6.2453,social,social,social,0,1
U01794,low_engagement,fixed,3,0,0,3,157.8313,1.1713,social,social,email,0,0
U01795,new_cold_customer,trigger,2,1,0,3,28.6086,4.7583,social,social,social,0,1
U01796,new_cold_customer,trigger,2,1,1,4,34.9551,1.975,social,social,social,0,1
U01797,new_cold_customer,hybrid,2,0,0,2,106.0808,10.0532,social,social,social,0,0
U01798,low_engagement,fixed,2,0,0,2,114.3123,2.0764,ad,ad,social,0,0
U01799,low_engagement,hybrid,2,0,0,2,6.9451,12.8873,social,social,email,0,0
U01800,low_engagement,trigger,2,1,1,4,29.4616,10.1142,social,social,social,0,1
U01801,loyal_customer,trigger,2,1,1,4,0.5328,13.9506,social,ad,social,0,1
U01802,loyal_customer,trigger,4,2,2,9,5.8077,9.1489,offer,ad,email,1,0
U01803,new_cold_customer,hybrid,3,1,1,5,66.151,1.1589,ad,ad,social,0,1
U01804,new_cold_customer,fixed,4,2,0,6,55.6676,1.9321,social,social,offer,0,1
U01805,low_engagement,hybrid,3,1,0,4,82.0914,2.0241,social,social,social,0,1
U01806,low_engagement,hybrid,1,0,0,1,0.0,6.8879,social,social,social,0,0
U01807,loyal_customer,fixed,6,3,0,9,20.0681,1.6097,social,social,social,0,1
U01808,new_cold_customer,hybrid,5,1,1,7,36.5032,4.0828,social,ad,social,0,1
U01809,loyal_customer,trigger,4,4,1,9,31.3094,2.6859,social,ad,social,0,1
U01810,low_engagement,trigger,4,1,0,5,32.7107,4.4043,social,social,email,0,1
U01811,low_engagement,fixed,3,0,0,3,129.8686,3.9763,social,social,social,0,0
U01812,low_engagement,fixed,1,0,0,1,0.0,11.4495,social,social,social,0,0
U01813,low_engagement,hybrid,1,0,0,1,0.0,14.2687,social,social,social,0,0
U01814,new_cold_customer,trigger,4,1,0,5,77.9814,1.1684,social,social,social,0,1
U01815,loyal_customer,hybrid,6,2,2,10,17.4922,6.7666,social,social,social,0,1
U01816,loyal_customer,hybrid,2,0,0,2,46.235,12.0925,social,social,social,0,0
U01817,new_cold_customer,trigger,4,2,1,7,24.5925,8.0044,email,email,email,0,1
U01818,new_cold_customer,fixed,4,0,0,4,65.0459,4.0492,social,social,social,0,0
U01819,low_engagement,hybrid,2,2,0,4,36.9708,9.396,offer,offer,social,0,1
U01820,loyal_customer,hybrid,4,2,2,9,31.3857,1.0369,social,email,social,1,0
U01821,new_cold_customer,hybrid,4,3,0,7,50.6218,2.0457,social,social,social,0,1
U01822,loyal_customer,fixed,3,1,0,4,29.0528,11.0043,social,social,email,0,1
U01823,low_engagement,fixed,3,1,0,4,24.204,4.6957,social,social,social,0,1
U01824,low_engagement,trigger,4,2,0,6,11.8506,3.0793,social,social,social,0,1
U01825,new_cold_customer,fixed,4,2,0,6,57.7905,2.0757,social,social,ad,0,1
U01826,low_engagement,fixed,1,1,0,2,0.0,12.3557,ad,ad,ad,0,1
U01827,high_intent,trigger,8,7,3,21,15.5401,1.8325,social,offer,email,1,0
U01828,low_engagement,trigger,1,0,0,1,0.0,1.2145,email,email,email,0,0
U01829,loyal_customer,hybrid,6,3,2,12,20.595,4.8032,social,social,social,1,0
U01830,loyal_customer,hybrid,5,2,1,8,30.5923,2.4096,social,social,email,0,1
U01831,low_engagement,trigger,3,0,0,3,60.3778,6.4109,email,social,email,0,0
U01832,loyal_customer,trigger,4,2,0,6,35.6304,3.568,social,email,social,0,1
U01833,new_cold_customer,trigger,2,1,0,3,9.8147,6.5764,social,social,social,0,1
U01834,loyal_customer,fixed,2,1,0,3,22.1925,4.9498,social,social,social,0,1
U01835,high_intent,trigger,7,3,1,11,27.843,2.6912,email,email,social,0,1
U01836,low_engagement,hybrid,1,0,0,1,0.0,2.7768,social,social,social,0,0
U01837,loyal_customer,trigger,3,1,0,4,47.812,3.2349,social,social,social,0,1
U01838,new_cold_customer,fixed,2,1,0,3,80.6886,6.2038,social,social,social,0,1
U01839,new_cold_customer,hybrid,2,2,1,6,40.9877,1.149,social,social,social,1,0
U01840,high_intent,hybrid,5,3,0,8,21.3319,7.0365,social,social,social,0,1
U01841,loyal_customer,trigger,3,0,0,3,20.5505,4.9156,ad,ad,social,0,0
U01842,new_cold_customer,trigger,3,2,0,5,62.4637,2.8359,social,social,ad,0,1
U01843,low_engagement,trigger,1,0,0,1,0.0,10.985,social,social,social,0,0
U01844,loyal_customer,hybrid,4,1,0,5,40.2651,1.9227,social,email,email,0,1
U01845,new_cold_customer,fixed,2,0,0,2,116.8683,8.9025,social,social,social,0,0
U01846,loyal_customer,trigger,3,2,1,6,15.9807,1.6757,social,social,social,0,1
U01847,loyal_customer,hybrid,6,1,0,7,51.0845,1.8137,social,social,email,0,1
U01848,price_sensitive,fixed,1,0,0,1,0.0,6.4725,email,email,email,0,0
U01849,loyal_customer,trigger,4,3,1,8,31.4687,3.2866,social,social,social,0,1
U01850,low_engagement,trigger,1,0,0,1,0.0,2.3905,social,social,social,0,0
U01851,low_engagement,hybrid,2,1,0,3,133.177,1.4244,offer,social,offer,0,1
U01852,low_engagement,fixed,1,0,0,1,0.0,6.3331,social,social,social,0,0
U01853,new_cold_customer,fixed,2,1,0,3,32.4684,9.0207,social,social,social,0,1
U01854,high_intent,hybrid,4,3,2,10,26.6322,3.3803,social,social,social,1,0
U01855,loyal_customer,fixed,3,3,1,7,53.727,1.5646,email,social,ad,0,1
U01856,new_cold_customer,hybrid,3,2,0,5,75.0509,1.5093,ad,ad,social,0,1
U01857,low_engagement,hybrid,3,1,0,4,14.7867,9.3383,offer,ad,social,0,1
U01858,loyal_customer,hybrid,6,2,0,8,38.4918,2.9423,social,ad,social,0,1
U01859,loyal_customer,fixed,3,2,1,6,56.0407,2.922,offer,social,email,0,1
U01860,loyal_customer,hybrid,3,2,1,7,19.2603,7.5831,social,social,email,1,0
U01861,price_sensitive,hybrid,3,2,0,5,36.6867,4.9126,social,social,email,0,1
U01862,low_engagement,fixed,1,0,0,1,0.0,9.575,social,social,social,0,0
U01863,new_cold_customer,fixed,2,1,1,4,22.7643,8.2137,social,social,social,0,1
U01864,loyal_customer,fixed,4,2,0,6,46.5588,1.4482,email,email,email,0,1
U01865,loyal_customer,fixed,4,3,0,7,41.4769,1.0372,social,social,social,0,1
U01866,high_intent,hybrid,5,4,1,10,21.2684,2.2915,social,social,email,0,1
U01867,new_cold_customer,trigger,2,1,1,4,58.1555,5.7559,social,social,social,0,1
U01868,low_engagement,fixed,3,1,0,4,68.2314,2.8593,social,email,social,0,1
U01869,high_intent,hybrid,6,5,1,13,21.4756,2.9835,social,offer,offer,1,0
U01870,new_cold_customer,fixed,4,1,0,5,65.2816,2.5863,ad,ad,offer,0,1
U01871,low_engagement,trigger,2,0,0,2,74.0123,10.9635,social,social,social,0,0
U01872,new_cold_customer,fixed,5,1,0,6,55.6171,1.3421,social,social,social,0,1
U01873,low_engagement,fixed,1,0,0,1,0.0,9.7279,ad,ad,ad,0,0
U01874,low_engagement,hybrid,2,1,0,3,22.9901,8.5146,ad,social,ad,0,1
U01875,new_cold_customer,trigger,4,1,0,5,52.2692,4.6806,social,social,social,0,1
U01876,new_cold_customer,trigger,3,0,0,3,142.4787,1.1572,social,social,social,0,0
U01877,high_intent,fixed,6,3,1,11,21.8837,4.8183,social,ad,email,1,0
U01878,loyal_customer,hybrid,4,2,1,8,28.3577,3.9676,social,email,social,1,0
U01879,new_cold_customer,trigger,2,1,0,3,105.0015,2.6318,social,social,social,0,1
U01880,price_sensitive,fixed,2,1,0,3,53.4542,8.4335,email,email,social,0,1
U01881,new_cold_customer,hybrid,4,1,1,6,24.2754,7.1942,social,social,social,0,1
U01882,low_engagement,fixed,1,1,0,2,0.0,14.1749,social,social,social,0,1
U01883,new_cold_customer,trigger,3,1,1,5,51.0511,3.0418,social,email,social,0,1
U01884,low_engagement,hybrid,3,1,0,4,110.2408,1.027,social,email,social,0,1
U01885,new_cold_customer,hybrid,2,1,0,3,70.2802,6.2205,social,social,social,0,1
U01886,new_cold_customer,hybrid,3,1,0,4,52.3946,3.0006,social,social,social,0,1
U01887,new_cold_customer,hybrid,2,2,2,6,12.6961,1.6771,social,social,social,0,1
U01888,loyal_customer,hybrid,2,1,1,4,41.6269,6.9747,offer,ad,offer,0,1
U01889,low_engagement,hybrid,3,0,0,3,109.4419,3.4049,social,social,social,0,0
U01890,low_engagement,trigger,1,0,0,1,0.0,10.7193,offer,offer,offer,0,0
U01891,loyal_customer,trigger,2,2,0,4,21.2206,4.5149,social,social,social,0,1
U01892,new_cold_customer,trigger,2,1,1,4,18.1441,4.6662,social,social,social,0,1
U01893,new_cold_customer,hybrid,5,3,2,10,13.068,6.2378,social,social,social,0,1
U01894,high_intent,trigger,5,4,2,12,21.397,2.1538,social,email,social,1,0
U01895,high_intent,trigger,7,5,4,19,13.0143,4.1029,social,social,social,1,0
U01896,new_cold_customer,fixed,3,1,0,4,81.3726,4.2193,social,social,social,0,1
U01897,low_engagement,hybrid,4,0,0,4,60.5062,4.7519,email,social,email,0,0
U01898,high_intent,hybrid,8,6,2,17,15.0982,4.1708,email,social,social,1,0
U01899,low_engagement,fixed,2,2,1,5,39.0551,6.6896,email,email,email,0,1
U01900,loyal_customer,trigger,5,2,0,7,44.8714,3.5717,email,social,email,0,1
U01901,new_cold_customer,trigger,5,3,2,11,26.5306,1.2015,social,social,email,1,0
U01902,low_engagement,trigger,2,1,0,3,119.4777,1.281,social,social,social,0,1
U01903,high_intent,trigger,3,2,1,6,23.0795,2.5467,email,email,email,0,1
U01904,low_engagement,trigger,2,1,0,3,115.675,4.395,social,social,social,0,1
U01905,high_intent,fixed,8,6,3,18,14.6893,4.4325,social,social,email,1,0
U01906,loyal_customer,trigger,5,4,1,10,17.5144,3.2742,social,social,social,0,1
U01907,loyal_customer,hybrid,4,1,0,5,64.5779,1.4278,social,email,social,0,1
U01908,loyal_customer,trigger,4,1,0,5,61.5491,1.3453,social,social,social,0,1
U01909,high_intent,hybrid,7,3,2,13,23.4523,2.8445,email,email,social,1,0
U01910,new_cold_customer,fixed,4,3,0,7,24.3369,6.3584,social,social,social,0,1
U01911,new_cold_customer,hybrid,5,1,1,8,33.189,4.8298,social,social,social,1,0
U01912,low_engagement,trigger,1,0,0,1,0.0,1.4374,social,social,social,0,0
U01913,low_engagement,hybrid,1,0,0,1,0.0,13.954,social,social,social,0,0
U01914,new_cold_customer,trigger,2,1,0,3,27.9854,11.3685,social,social,social,0,1
U01915,new_cold_customer,trigger,4,2,0,6,52.3066,1.6699,social,social,social,0,1
U01916,low_engagement,fixed,4,0,0,4,97.1775,2.639,email,email,social,0,0
U01917,low_engagement,fixed,4,2,1,7,17.36,3.455,social,social,social,0,1
U01918,new_cold_customer,fixed,3,2,0,5,8.1951,12.0587,social,social,social,0,1
U01919,new_cold_customer,hybrid,4,1,0,5,52.5681,4.1267,social,social,social,0,1
U01920,new_cold_customer,trigger,4,1,0,5,50.4963,4.5727,social,social,social,0,1
U01921,new_cold_customer,trigger,5,3,0,8,33.1772,2.0609,social,social,social,0,1
U01922,high_intent,hybrid,5,4,3,14,15.6569,3.1136,social,social,email,1,0
U01923,loyal_customer,hybrid,4,2,0,6,27.9522,1.9529,email,email,ad,0,1
U01924,low_engagement,hybrid,4,1,0,5,21.3986,4.3039,social,social,social,0,1
U01925,new_cold_customer,fixed,2,1,0,3,26.211,7.2288,social,social,email,0,1
U01926,low_engagement,fixed,4,1,0,5,30.5488,5.4761,social,social,social,0,1
U01927,loyal_customer,hybrid,5,2,0,7,42.5667,2.8138,social,email,social,0,1
U01928,loyal_customer,trigger,6,5,1,12,26.5337,1.2,social,email,social,0,1
U01929,low_engagement,fixed,1,1,0,2,0.0,11.7614,social,social,social,0,1
U01930,loyal_customer,trigger,4,0,0,4,61.7752,6.4306,social,email,ad,0,0
U01931,loyal_customer,trigger,4,2,0,6,13.4457,2.2636,email,social,ad,0,1
U01932,loyal_customer,hybrid,2,0,0,2,62.6133,9.0854,social,social,email,0,0
U01933,high_intent,fixed,8,7,5,21,11.7756,3.4855,social,social,social,1,0
U01934,high_intent,trigger,6,5,2,14,25.1619,1.1135,social,social,email,1,0
U01935,high_intent,trigger,5,4,1,11,31.8427,1.1479,social,social,social,1,0
U01936,low_engagement,trigger,4,1,0,5,60.5822,4.848,email,email,offer,0,1
U01937,new_cold_customer,hybrid,2,0,0,2,46.6235,12.7501,social,social,social,0,0
U01938,high_intent,hybrid,6,4,4,15,16.5784,3.3469,social,social,social,1,0
U01939,new_cold_customer,fixed,4,2,0,6,63.7033,1.6442,social,social,ad,0,1
U01940,low_engagement,hybrid,2,0,0,2,147.7865,7.6609,social,social,social,0,0
U01941,new_cold_customer,trigger,3,1,1,5,10.4751,7.6948,social,social,social,0,1
U01942,low_engagement,hybrid,4,1,0,5,52.3414,5.1699,email,social,social,0,1
U01943,high_intent,fixed,4,3,2,11,22.1065,2.5722,social,social,email,1,0
U01944,new_cold_customer,fixed,4,2,0,6,30.3124,1.2685,social,social,social,0,1
U01945,loyal_customer,trigger,2,0,0,2,73.9428,5.1916,email,email,social,0,0
U01946,new_cold_customer,hybrid,4,2,0,6,37.1,2.0806,social,email,social,0,1
U01947,low_engagement,fixed,3,1,0,4,39.1006,4.3377,social,social,offer,0,1
U01948,price_sensitive,hybrid,1,0,0,1,0.0,10.4095,social,social,social,0,0
U01949,new_cold_customer,fixed,2,0,0,2,124.6272,7.9539,email,email,social,0,0
U01950,new_cold_customer,fixed,5,4,1,10,16.308,2.3089,social,email,social,0,1
U01951,new_cold_customer,hybrid,4,1,0,5,70.1847,1.0235,social,social,social,0,1
U01952,new_cold_customer,hybrid,3,1,0,4,62.7902,1.7567,email,email,social,0,1
U01953,loyal_customer,trigger,6,2,1,9,29.7485,1.6875,social,social,social,0,1
U01954,price_sensitive,hybrid,1,1,1,3,0.0,14.4151,email,email,email,0,1
U01955,low_engagement,trigger,3,2,0,5,74.3204,1.94,social,social,social,0,1
U01956,new_cold_customer,hybrid,2,1,0,3,78.7914,6.7468,social,social,social,0,1
U01957,low_engagement,trigger,1,0,0,1,0.0,14.3312,social,social,social,0,0
U01958,new_cold_customer,fixed,3,0,0,3,87.8306,4.3232,social,offer,social,0,0
U01959,new_cold_customer,trigger,2,1,0,3,104.6007,1.935,social,social,social,0,1
U01960,low_engagement,trigger,3,1,0,4,76.2967,2.967,social,social,email,0,1
U01961,price_sensitive,fixed,3,1,0,4,41.5858,2.2263,social,social,social,0,1
U01962,loyal_customer,fixed,3,1,0,4,41.088,7.8239,social,email,offer,0,1
U01963,low_engagement,trigger,2,1,0,3,7.1668,3.0724,ad,social,ad,0,1
U01964,new_cold_customer,trigger,4,2,2,8,32.6662,1.2431,social,ad,social,0,1
U01965,low_engagement,fixed,3,1,0,4,32.0539,4.1985,social,social,ad,0,1
U01966,low_engagement,trigger,1,1,1,3,0.0,7.0255,social,social,social,0,1
U01967,loyal_customer,fixed,5,1,1,7,36.0594,2.0613,social,email,social,0,1
U01968,low_engagement,trigger,1,0,0,1,0.0,1.7031,social,social,social,0,0
U01969,loyal_customer,fixed,3,0,0,3,61.4764,2.8702,social,social,social,0,0
U01970,high_intent,hybrid,7,5,2,15,20.3902,2.8011,social,social,social,1,0
U01971,low_engagement,hybrid,1,0,0,1,0.0,1.8422,social,social,social,0,0
U01972,low_engagement,hybrid,1,0,0,1,0.0,1.8802,email,email,email,0,0
U01973,loyal_customer,hybrid,4,3,1,8,28.1729,4.5702,social,social,social,0,1
U01974,low_engagement,hybrid,1,0,0,1,0.0,14.998,ad,ad,ad,0,0
U01975,low_engagement,trigger,3,1,1,5,59.8041,3.8226,social,social,social,0,1
U01976,new_cold_customer,fixed,2,1,0,3,45.5449,5.3068,social,social,social,0,1
U01977,new_cold_customer,hybrid,2,1,0,3,3.7846,5.3306,social,ad,social,0,1
U01978,price_sensitive,fixed,3,0,0,3,136.5199,2.9434,email,social,email,0,0
U01979,new_cold_customer,hybrid,5,4,1,10,22.2779,4.0953,social,social,social,0,1
U01980,high_intent,hybrid,4,0,0,4,59.8081,2.6512,social,social,email,0,0
U01981,new_cold_customer,trigger,5,1,0,6,33.8762,4.1011,email,social,social,0,1
U01982,loyal_customer,hybrid,6,3,2,11,26.2729,2.2482,email,ad,email,0,1
U01983,new_cold_customer,trigger,5,3,1,9,30.5227,4.818,social,social,social,0,1
U01984,new_cold_customer,fixed,3,0,0,3,162.3387,1.3037,social,social,social,0,0
U01985,low_engagement,hybrid,2,1,0,3,60.9181,2.4971,social,social,social,0,1
U01986,new_cold_customer,fixed,5,4,1,10,16.8659,8.6014,ad,social,ad,0,1
U01987,new_cold_customer,trigger,2,1,1,4,38.8012,8.608,email,email,social,0,1
U01988,low_engagement,fixed,2,1,1,4,20.1139,11.1304,social,social,social,0,1
U01989,loyal_customer,trigger,4,1,0,5,40.8591,1.5384,social,social,offer,0,1
U01990,new_cold_customer,fixed,3,2,0,5,53.677,5.6504,social,social,social,0,1
U01991,low_engagement,hybrid,3,0,0,3,122.2842,3.9542,social,social,social,0,0
U01992,new_cold_customer,hybrid,2,0,0,2,219.6371,5.1907,social,social,email,0,0
U01993,new_cold_customer,trigger,3,2,0,5,17.8482,4.6745,social,social,social,0,1
U01994,new_cold_customer,hybrid,5,1,1,7,49.9841,2.382,social,social,email,0,1
U01995,loyal_customer,hybrid,3,2,1,6,51.73,4.1257,social,social,social,0,1
U01996,low_engagement,trigger,3,0,0,3,87.2962,5.2022,social,social,email,0,0
U01997,low_engagement,trigger,3,1,0,4,31.4548,10.6186,social,social,ad,0,1
U01998,low_engagement,fixed,1,1,0,2,0.0,5.7027,ad,ad,ad,0,1
U01999,low_engagement,hybrid,4,1,0,5,27.9481,9.3488,email,email,social,0,1
U02000,new_cold_customer,fixed,4,1,0,5,77.0008,1.9951,social,social,social,0,1
U02001,new_cold_customer,fixed,4,2,0,6,38.1373,6.2489,social,social,ad,0,1
U02002,new_cold_customer,fixed,5,3,0,8,32.398,2.2587,social,social,ad,0,1
U02003,high_intent,fixed,3,2,1,7,13.0685,10.2135,social,email,offer,1,0
U02004,new_cold_customer,fixed,5,2,1,8,17.1377,4.7193,social,social,social,0,1
U02005,low_engagement,hybrid,1,0,0,1,0.0,2.5529,email,email,email,0,0
U02006,new_cold_customer,hybrid,2,1,0,3,15.2605,2.1962,social,social,social,0,1
U02007,low_engagement,trigger,1,0,0,1,0.0,1.0505,social,social,social,0,0
U02008,new_cold_customer,trigger,3,1,0,4,87.6422,3.9866,social,social,social,0,1
U02009,high_intent,trigger,5,4,2,11,15.9732,5.4597,social,social,email,0,1
U02010,low_engagement,trigger,2,0,0,2,202.0838,6.3677,social,social,social,0,0
U02011,new_cold_customer,hybrid,3,2,0,5,19.6482,7.5419,social,social,social,0,1
U02012,low_engagement,fixed,4,3,1,8,27.9594,4.7691,social,social,social,0,1
U02013,new_cold_customer,trigger,3,1,0,4,86.1928,3.2799,social,social,social,0,1
U02014,loyal_customer,fixed,5,3,2,10,25.3458,1.1314,social,social,ad,0,1
U02015,new_cold_customer,trigger,5,4,1,11,32.985,1.1954,social,social,email,1,0
U02016,low_engagement,fixed,4,1,0,5,44.2123,2.9036,social,social,social,0,1
U02017,high_intent,fixed,7,3,3,13,17.8369,4.976,social,social,social,0,1
U02018,new_cold_customer,hybrid,5,3,0,8,35.5043,1.3619,social,ad,social,0,1
U02019,low_engagement,hybrid,4,1,0,5,78.3497,1.5075,email,social,email,0,1
U02020,high_intent,hybrid,6,5,2,14,13.7407,4.328,email,email,email,1,0
U02021,loyal_customer,hybrid,6,2,2,10,21.2188,3.1674,email,email,email,0,1
U02022,new_cold_customer,trigger,5,4,1,11,21.0318,2.9368,social,social,ad,1,0
U02023,price_sensitive,fixed,3,0,0,3,97.6951,2.8781,social,social,email,0,0
U02024,new_cold_customer,hybrid,2,0,0,2,245.382,4.4606,ad,ad,social,0,0
U02025,low_engagement,hybrid,3,0,0,3,86.5581,2.0821,social,social,email,0,0
U02026,new_cold_customer,fixed,5,2,0,7,37.0204,1.8407,social,social,social,0,1
U02027,loyal_customer,hybrid,4,2,1,7,41.8439,3.8216,email,social,email,0,1
U02028,new_cold_customer,hybrid,4,2,1,7,26.3875,3.9269,social,social,social,0,1
U02029,new_cold_customer,fixed,3,2,0,5,19.4071,9.8379,social,social,social,0,1
U02030,new_cold_customer,fixed,4,1,0,5,19.2818,7.2999,social,social,social,0,1
U02031,new_cold_customer,fixed,4,3,1,8,22.6607,1.5443,social,email,social,0,1
U02032,new_cold_customer,trigger,3,2,0,5,43.7352,6.3964,social,social,social,0,1
U02033,low_engagement,hybrid,4,3,0,7,36.4575,5.0597,social,social,social,0,1
U02034,loyal_customer,hybrid,6,2,0,8,38.0564,2.9093,social,email,social,0,1
U02035,high_intent,hybrid,4,3,2,11,17.7895,5.4988,email,email,email,1,0
U02036,low_engagement,fixed,3,2,0,5,11.168,7.0042,social,social,social,0,1
U02037,high_intent,fixed,8,3,1,12,22.2135,4.432,social,email,social,0,1
U02038,loyal_customer,trigger,6,2,1,9,28.7836,1.772,social,ad,social,0,1
U02039,high_intent,fixed,3,2,0,5,54.9757,5.4094,social,social,social,0,1
U02040,new_cold_customer,fixed,2,1,1,4,10.0321,11.9759,social,social,social,0,1
U02041,new_cold_customer,hybrid,2,0,0,2,86.542,5.6888,social,social,social,0,0
U02042,new_cold_customer,trigger,2,2,2,6,15.734,6.4548,social,social,social,0,1
U02043,new_cold_customer,fixed,2,1,1,4,45.1554,9.0691,social,social,social,0,1
U02044,low_engagement,trigger,3,1,0,4,48.8753,5.3974,social,social,social,0,1
U02045,new_cold_customer,hybrid,4,3,1,8,39.8513,1.8218,social,social,social,0,1
U02046,loyal_customer,trigger,5,2,0,7,37.6476,3.9552,email,ad,email,0,1
U02047,new_cold_customer,hybrid,2,0,0,2,160.2718,4.0863,social,social,social,0,0
U02048,new_cold_customer,trigger,4,3,2,9,29.8527,1.7836,social,email,social,0,1
U02049,high_intent,fixed,7,4,2,14,19.9359,1.4578,social,social,email,1,0
U02050,low_engagement,trigger,1,1,1,3,0.0,8.587,social,social,social,0,1
U02051,loyal_customer,trigger,6,3,1,10,32.7572,1.7118,social,email,social,0,1
U02052,loyal_customer,hybrid,4,3,1,9,23.7763,3.9068,social,ad,social,1,0
U02053,new_cold_customer,trigger,5,2,1,8,30.0844,4.4422,social,social,social,0,1
U02054,new_cold_customer,trigger,4,3,0,7,25.1354,4.3215,social,social,social,0,1
U02055,loyal_customer,fixed,2,1,1,4,20.8767,3.227,email,email,social,0,1
U02056,loyal_customer,trigger,4,3,2,10,34.2571,1.0581,email,email,email,1,0
U02057,new_cold_customer,trigger,3,0,0,3,47.4082,6.4799,social,social,social,0,0
U02058,low_engagement,hybrid,4,3,0,7,26.7927,5.2805,social,email,social,0,1
U02059,low_engagement,hybrid,1,0,0,1,0.0,6.0995,email,email,email,0,0
U02060,low_engagement,hybrid,1,0,0,1,0.0,3.7774,ad,ad,ad,0,0
U02061,new_cold_customer,fixed,5,2,0,7,47.371,2.0841,social,social,social,0,1
U02062,low_engagement,hybrid,4,2,1,8,36.2756,4.241,social,email,social,1,0
U02063,loyal_customer,trigger,6,3,1,10,35.4069,1.071,social,social,email,0,1
U02064,new_cold_customer,hybrid,2,1,1,4,16.5408,5.5527,email,social,email,0,1
U02065,high_intent,fixed,3,3,2,9,14.0629,3.7596,social,email,social,1,0
U02066,new_cold_customer,trigger,2,2,1,5,44.3808,6.1053,social,social,ad,0,1
U02067,loyal_customer,hybrid,4,3,1,9,37.3129,1.1079,social,email,social,1,0
U02068,low_engagement,trigger,4,0,0,4,55.5082,5.3426,social,social,social,0,0
U02069,new_cold_customer,trigger,2,0,0,2,234.6996,2.7565,email,email,social,0,0
U02070,new_cold_customer,fixed,3,2,1,6,37.6607,4.7928,social,social,social,0,1
U02071,price_sensitive,trigger,1,0,0,1,0.0,11.3366,email,email,email,0,0
U02072,new_cold_customer,trigger,2,0,0,2,64.8436,6.8988,social,social,email,0,0
U02073,new_cold_customer,trigger,3,2,0,5,53.3279,5.565,social,ad,social,0,1
U02074,low_engagement,trigger,3,0,0,3,72.2377,7.1734,social,email,social,0,0
U02075,new_cold_customer,trigger,3,0,0,3,59.3617,4.0039,social,social,email,0,0
U02076,new_cold_customer,hybrid,3,2,0,5,34.3672,9.2717,social,social,social,0,1
U02077,low_engagement,trigger,3,1,0,4,92.7251,2.134,social,social,social,0,1
U02078,new_cold_customer,hybrid,5,3,1,9,34.2556,3.2576,social,social,social,0,1
U02079,new_cold_customer,fixed,4,2,1,7,38.147,4.5069,social,social,social,0,1
U02080,loyal_customer,fixed,5,1,1,7,47.7664,1.2709,email,social,email,0,1
U02081,high_intent,trigger,5,2,0,7,50.6855,1.8633,social,social,email,0,1
U02082,low_engagement,hybrid,1,0,0,1,0.0,7.8209,email,email,email,0,0
U02083,loyal_customer,trigger,4,3,0,7,14.2272,4.1526,social,social,social,0,1
U02084,price_sensitive,trigger,2,1,0,3,28.6242,7.3102,social,social,email,0,1
U02085,high_intent,hybrid,8,3,1,13,23.4685,2.1924,social,social,email,1,0
U02086,new_cold_customer,trigger,4,2,1,7,37.5067,5.1796,social,social,social,0,1
U02087,high_intent,fixed,8,4,2,14,21.7258,1.8425,social,social,social,0,1
U02088,low_engagement,trigger,2,1,0,3,3.2013,4.5026,social,email,social,0,1
U02089,low_engagement,trigger,4,2,1,7,44.7479,2.4204,social,social,offer,0,1
U02090,low_engagement,trigger,1,1,0,2,0.0,7.8371,social,social,social,0,1
U02091,loyal_customer,trigger,3,2,2,8,25.7051,2.243,offer,email,offer,1,0
U02092,new_cold_customer,hybrid,2,1,0,3,12.2332,10.644,social,email,social,0,1
U02093,new_cold_customer,hybrid,4,0,0,4,91.8805,3.0183,email,email,email,0,0
U02094,loyal_customer,fixed,5,2,1,8,10.3739,4.6011,social,social,social,0,1
U02095,new_cold_customer,trigger,3,1,0,4,40.7041,8.6859,social,social,email,0,1
U02096,low_engagement,fixed,2,0,0,2,59.9615,3.9253,social,social,social,0,0
U02097,low_engagement,fixed,4,1,1,6,26.5632,5.8173,social,ad,social,0,1
U02098,new_cold_customer,trigger,5,2,0,7,46.0157,3.4023,social,social,social,0,1
U02099,low_engagement,trigger,2,0,0,2,183.6834,2.3021,social,social,social,0,0
U02100,loyal_customer,fixed,2,2,0,4,62.6114,7.0173,social,social,social,0,1
U02101,new_cold_customer,hybrid,5,1,0,6,29.9795,2.4288,social,social,social,0,1
U02102,low_engagement,trigger,2,1,0,3,83.6507,5.739,email,email,social,0,1
U02103,low_engagement,fixed,4,1,0,5,60.5095,1.047,social,social,ad,0,1
U02104,high_intent,fixed,7,6,3,17,14.1286,3.5735,social,social,email,1,0
U02105,loyal_customer,hybrid,2,0,0,2,172.6045,6.0669,social,social,social,0,0
U02106,price_sensitive,fixed,3,0,0,3,56.626,7.2494,social,email,social,0,0
U02107,new_cold_customer,hybrid,2,0,0,2,55.3305,11.7056,offer,offer,social,0,0
U02108,new_cold_customer,trigger,4,1,0,5,52.4062,2.3802,social,email,social,0,1
