user_id,segment,confidence
U02262,new_cold_customer,0.61
U02263,new_cold_customer,0.61
U02264,high_intent,0.99
U02265,new_cold_customer,0.64
U02266,low_engagement,0.77
U02267,price_sensitive,0.73
U02268,new_cold_customer,0.64
U02269,new_cold_customer,0.64
U02270,high_intent,0.97
U02271,new_cold_customer,0.7
U02272,loyal_customer,0.9
U02273,price_sensitive,0.73
U02274,loyal_customer,0.9
U02275,loyal_customer,0.9
U02276,loyal_customer,0.9
U02277,loyal_customer,0.9
U02278,new_cold_customer,0.7
U02279,new_cold_customer,0.67
U02280,loyal_customer,0.9
U02281,loyal_customer,0.9
U02282,loyal_customer,0.9
U02283,low_engagement,0.68
U02284,loyal_customer,0.9
U02285,high_intent,0.99
U02286,low_engagement,0.68
U02287,low_engagement,0.77
U02288,loyal_customer,0.9
U02289,price_sensitive,0.76
U02290,low_engagement,0.71
U02291,loyal_customer,0.81
U02292,new_cold_customer,0.67
U02293,low_engagement,0.74
U02294,new_cold_customer,0.64
U02295,new_cold_customer,0.64
U02296,new_cold_customer,0.61
U02297,low_engagement,0.77
U02298,new_cold_customer,0.7
U02299,new_cold_customer,0.67
U02300,low_engagement,0.71
U02301,loyal_customer,0.9
U02302,low_engagement,0.68
U02303,low_engagement,0.74
U02304,high_intent,0.99
U02305,price_sensitive,0.76
U02306,high_intent,0.99
U02307,high_intent,0.99
U02308,price_sensitive,0.73
U02309,high_intent,0.99
U02310,low_engagement,0.68
U02311,low_engagement,0.74
U02312,new_cold_customer,0.67
U02313,new_cold_customer,0.7
U02314,price_sensitive,0.79
U02315,price_sensitive,0.79
U02316,new_cold_customer,0.61
U02317,price_sensitive,0.73
U02318,low_engagement,0.71
U02319,new_cold_customer,0.67
U02320,new_cold_customer,0.61
U02321,new_cold_customer,0.64
U02322,low_engagement,0.68
U02323,price_sensitive,0.79
U02324,price_sensitive,0.73
U02325,new_cold_customer,0.64
U02326,new_cold_customer,0.61
U02327,low_engagement,0.74
U02328,loyal_customer,0.84
U02329,new_cold_customer,0.61
U02330,new_cold_customer,0.64
U02331,new_cold_customer,0.7
U02332,new_cold_customer,0.67
U02333,new_cold_customer,0.67
U02334,low_engagement,0.71
U02335,new_cold_customer,0.7
U02336,loyal_customer,0.87
U02337,high_intent,0.97
U02338,loyal_customer,0.84
U02339,new_cold_customer,0.7
U02340,low_engagement,0.77
U02341,new_cold_customer,0.67
U02342,price_sensitive,0.79
U02343,low_engagement,0.71
U02344,low_engagement,0.74
U02345,low_engagement,0.71
U02346,new_cold_customer,0.61
U02347,low_engagement,0.74
U02348,price_sensitive,0.73
U02349,low_engagement,0.68
U02350,loyal_customer,0.9
U02351,loyal_customer,0.84
U02352,low_engagement,0.77
U02353,new_cold_customer,0.7
U02354,low_engagement,0.77
U02355,low_engagement,0.68
U02356,loyal_customer,0.87
U02357,new_cold_customer,0.67
U02358,low_engagement,0.77
U02359,new_cold_customer,0.7
U02360,new_cold_customer,0.7
U02361,low_engagement,0.77
U02362,loyal_customer,0.9
U02363,loyal_customer,0.81
U02364,new_cold_customer,0.61
U02365,new_cold_customer,0.7
U02366,low_engagement,0.68
U02367,new_cold_customer,0.7
U02368,low_engagement,0.77
U02369,low_engagement,0.68
U02370,price_sensitive,0.79
U02371,new_cold_customer,0.7
U02372,low_engagement,0.71
U02373,high_intent,0.94
U02374,loyal_customer,0.87
U02375,low_engagement,0.74
U02376,loyal_customer,0.87
U02377,low_engagement,0.71
U02378,new_cold_customer,0.64
U02379,low_engagement,0.71
U02380,low_engagement,0.68
U02381,loyal_customer,0.84
U02382,low_engagement,0.68
U02383,loyal_customer,0.87
U02384,low_engagement,0.68
U02385,new_cold_customer,0.7
U02386,new_cold_customer,0.7
U02387,price_sensitive,0.73
U02388,low_engagement,0.68
U02389,new_cold_customer,0.64
U02390,low_engagement,0.77
U02391,new_cold_customer,0.61
U02392,high_intent,0.94
U02393,new_cold_customer,0.67
U02394,low_engagement,0.77
U02395,low_engagement,0.68
U02396,new_cold_customer,0.61
U02397,low_engagement,0.74
U02398,loyal_customer,0.87
U02399,new_cold_customer,0.7
U02400,new_cold_customer,0.67
U02401,loyal_customer,0.9
U02402,new_cold_customer,0.61
U02403,low_engagement,0.68
U02404,new_cold_customer,0.67
U02405,new_cold_customer,0.7
U02406,low_engagement,0.77
U02407,low_engagement,0.74
U02408,loyal_customer,0.84
U02409,low_engagement,0.68
U02410,new_cold_customer,0.67
U02411,loyal_customer,0.9
U02412,high_intent,0.99
U02413,new_cold_customer,0.61
U02414,loyal_customer,0.9
U02415,high_intent,0.99
U02416,new_cold_customer,0.7
U02417,new_cold_customer,0.67
U02418,low_engagement,0.74
U02419,new_cold_customer,0.64
U02420,loyal_customer,0.9
U02421,new_cold_customer,0.7
U02422,price_sensitive,0.76
U02423,loyal_customer,0.9
U02424,low_engagement,0.77
U02425,loyal_customer,0.87
U02426,high_intent,0.97
U02427,low_engagement,0.77
U02428,loyal_customer,0.9
U02429,loyal_customer,0.81
U02430,loyal_customer,0.9
U02431,new_cold_customer,0.7
U02432,price_sensitive,0.79
U02433,new_cold_customer,0.64
U02434,price_sensitive,0.79
U02435,price_sensitive,0.73
U02436,new_cold_customer,0.67
U02437,new_cold_customer,0.7
U02438,high_intent,0.99
U02439,low_engagement,0.74
U02440,low_engagement,0.68
U02441,low_engagement,0.77
U02442,new_cold_customer,0.64
U02443,low_engagement,0.74
U02444,price_sensitive,0.79
U02445,high_intent,0.94
U02446,loyal_customer,0.81
U02447,new_cold_customer,0.61
U02448,new_cold_customer,0.61
U02449,loyal_customer,0.9
U02450,high_intent,0.94
U02451,loyal_customer,0.9
U02452,new_cold_customer,0.61
U02453,low_engagement,0.77
U02454,high_intent,0.99
U02455,loyal_customer,0.9
U02456,new_cold_customer,0.61
U02457,new_cold_customer,0.7
U02458,loyal_customer,0.9
U02459,low_engagement,0.71
U02460,price_sensitive,0.73
U02461,new_cold_customer,0.61
U02462,low_engagement,0.74
U02463,loyal_customer,0.9
U02464,new_cold_customer,0.67
U02465,new_cold_customer,0.64
U02466,new_cold_customer,0.61
U02467,new_cold_customer,0.7
U02468,high_intent,0.99
U02469,price_sensitive,0.73
U02470,new_cold_customer,0.67
U02471,price_sensitive,0.79
U02472,low_engagement,0.77
U02473,high_intent,0.99
U02474,new_cold_customer,0.67
U02475,new_cold_customer,0.67
U02476,new_cold_customer,0.61
U02477,loyal_customer,0.87
U02478,high_intent,0.94
U02479,high_intent,0.97
U02480,new_cold_customer,0.64
U02481,new_cold_customer,0.64
U02482,low_engagement,0.68
U02483,low_engagement,0.74
U02484,loyal_customer,0.9
U02485,new_cold_customer,0.67
U02486,price_sensitive,0.73
U02487,new_cold_customer,0.7
U02488,loyal_customer,0.81
U02489,new_cold_customer,0.64
U02490,new_cold_customer,0.67
U02491,low_engagement,0.74
U02492,new_cold_customer,0.67
U02493,price_sensitive,0.73
U02494,loyal_customer,0.84
U02495,loyal_customer,0.9
U02496,high_intent,0.94
U02497,loyal_customer,0.84
U02498,high_intent,0.94
U02499,low_engagement,0.68
U02500,low_engagement,0.77
U02501,new_cold_customer,0.7
U02502,new_cold_customer,0.61
U02503,loyal_customer,0.84
U02504,high_intent,0.99
U02505,price_sensitive,0.76
U02506,new_cold_customer,0.7
U02507,low_engagement,0.68
U02508,low_engagement,0.71
U02509,loyal_customer,0.9
U02510,loyal_customer,0.84
U02511,new_cold_customer,0.7
U02512,high_intent,0.99
U02513,low_engagement,0.77
U02514,low_engagement,0.71
U02515,new_cold_customer,0.7
U02516,low_engagement,0.71
U02517,loyal_customer,0.87
U02518,loyal_customer,0.9
U02519,new_cold_customer,0.64
U02520,new_cold_customer,0.64
U02521,new_cold_customer,0.64
U02522,new_cold_customer,0.61
U02523,high_intent,0.99
U02524,new_cold_customer,0.61
U02525,high_intent,0.99
U02526,new_cold_customer,0.61
U02527,new_cold_customer,0.64
U02528,low_engagement,0.74
U02529,price_sensitive,0.76
U02530,high_intent,0.97
U02531,new_cold_customer,0.64
U02532,high_intent,0.99
U02533,low_engagement,0.71
U02534,new_cold_customer,0.7
U02535,new_cold_customer,0.61
U02536,high_intent,0.97
U02537,price_sensitive,0.73
U02538,low_engagement,0.77
U02539,high_intent,0.99
U02540,low_engagement,0.77
U02541,loyal_customer,0.9
U02542,new_cold_customer,0.67
U02543,new_cold_customer,0.67
U02544,new_cold_customer,0.67
U02545,price_sensitive,0.76
U02546,low_engagement,0.77
U02547,loyal_customer,0.87
U02548,low_engagement,0.74
U02549,new_cold_customer,0.7
U02550,new_cold_customer,0.67
U02551,new_cold_customer,0.67
U02552,new_cold_customer,0.64
U02553,loyal_customer,0.84
U02554,new_cold_customer,0.61
U02555,loyal_customer,0.84
U02556,new_cold_customer,0.7
U02557,low_engagement,0.71
U02558,new_cold_customer,0.61
U02559,new_cold_customer,0.7
U02560,low_engagement,0.74
U02561,low_engagement,0.71
U02562,new_cold_customer,0.64
U02563,new_cold_customer,0.67
U02564,new_cold_customer,0.61
U02565,high_intent,0.97
U02566,loyal_customer,0.84
U02567,high_intent,0.99
U02568,loyal_customer,0.9
U02569,price_sensitive,0.76
U02570,price_sensitive,0.79
U02571,low_engagement,0.77
U02572,high_intent,0.99
U02573,high_intent,0.99
U02574,low_engagement,0.77
U02575,high_intent,0.94
U02576,new_cold_customer,0.7
U02577,low_engagement,0.74
U02578,loyal_customer,0.81
U02579,low_engagement,0.71
U02580,new_cold_customer,0.64
U02581,loyal_customer,0.9
U02582,high_intent,0.99
U02583,new_cold_customer,0.64
U02584,low_engagement,0.74
U02585,new_cold_customer,0.64
U02586,new_cold_customer,0.61
U02587,low_engagement,0.74
U02588,price_sensitive,0.73
U02589,new_cold_customer,0.61
U02590,price_sensitive,0.76
U02591,high_intent,0.94
U02592,new_cold_customer,0.61
U02593,new_cold_customer,0.7
U02594,new_cold_customer,0.7
U02595,low_engagement,0.77
U02596,new_cold_customer,0.61
U02597,loyal_customer,0.81
U02598,new_cold_customer,0.67
U02599,low_engagement,0.68
U02600,loyal_customer,0.84
U02601,low_engagement,0.71
U02602,low_engagement,0.71
U02603,high_intent,0.99
U02604,loyal_customer,0.87
U02605,new_cold_customer,0.67
U02606,loyal_customer,0.81
U02607,high_intent,0.99
U02608,loyal_customer,0.87
U02609,low_engagement,0.74
U02610,new_cold_customer,0.67
U02611,loyal_customer,0.9
U02612,low_engagement,0.68
U02613,price_sensitive,0.73
U02614,price_sensitive,0.73
U02615,new_cold_customer,0.7
U02616,low_engagement,0.68
U02617,new_cold_customer,0.61
U02618,loyal_customer,0.87
U02619,low_engagement,0.74
U02620,new_cold_customer,0.7
U02621,loyal_customer,0.81
U02622,low_engagement,0.68
U02623,low_engagement,0.74
U02624,high_intent,0.99
U02625,loyal_customer,0.9
U02626,high_intent,0.99
U02627,high_intent,0.99
U02628,new_cold_customer,0.7
U02629,low_engagement,0.68
U02630,new_cold_customer,0.61
U02631,new_cold_customer,0.67
U02632,new_cold_customer,0.61
U02633,loyal_customer,0.9
U02634,low_engagement,0.71
U02635,new_cold_customer,0.67
U02636,loyal_customer,0.84
U02637,new_cold_customer,0.67
U02638,high_intent,0.94
U02639,low_engagement,0.74
U02640,new_cold_customer,0.67
U02641,new_cold_customer,0.67
U02642,new_cold_customer,0.61
U02643,new_cold_customer,0.67
U02644,new_cold_customer,0.64
U02645,loyal_customer,0.84
U02646,low_engagement,0.74
U02647,new_cold_customer,0.7
U02648,low_engagement,0.71
U02649,low_engagement,0.68
U02650,low_engagement,0.74
U02651,low_engagement,0.68
U02652,new_cold_customer,0.7
U02653,new_cold_customer,0.7
U02654,new_cold_customer,0.7
U02655,low_engagement,0.71
U02656,low_engagement,0.71
U02657,new_cold_customer,0.7
U02658,new_cold_customer,0.64
U02659,new_cold_customer,0.67
U02660,low_engagement,0.77
U02661,price_sensitive,0.76
U02662,low_engagement,0.68
U02663,new_cold_customer,0.64
U02664,new_cold_customer,0.61
U02665,low_engagement,0.71
U02666,loyal_customer,0.84
U02667,low_engagement,0.71
U02668,low_engagement,0.74
U02669,loyal_customer,0.81
U02670,low_engagement,0.68
U02671,loyal_customer,0.84
U02672,new_cold_customer,0.64
U02673,loyal_customer,0.84
U02674,loyal_customer,0.81
U02675,low_engagement,0.74
U02676,loyal_customer,0.87
U02677,low_engagement,0.74
U02678,price_sensitive,0.73
U02679,loyal_customer,0.9
U02680,new_cold_customer,0.7
U02681,new_cold_customer,0.67
U02682,loyal_customer,0.84
U02683,new_cold_customer,0.61
U02684,low_engagement,0.71
U02685,price_sensitive,0.73
U02686,new_cold_customer,0.67
U02687,high_intent,0.99
U02688,new_cold_customer,0.7
U02689,high_intent,0.99
U02690,new_cold_customer,0.61
U02691,loyal_customer,0.87
U02692,new_cold_customer,0.61
U02693,loyal_customer,0.9
U02694,low_engagement,0.71
U02695,loyal_customer,0.84
U02696,low_engagement,0.74
U02697,high_intent,0.99
U02698,new_cold_customer,0.61
U02699,low_engagement,0.74
U02700,new_cold_customer,0.61
U02701,loyal_customer,0.9
U02702,new_cold_customer,0.61
U02703,new_cold_customer,0.61
U02704,price_sensitive,0.76
U02705,price_sensitive,0.79
U02706,high_intent,0.99
U02707,new_cold_customer,0.64
U02708,loyal_customer,0.9
U02709,price_sensitive,0.79
U02710,low_engagement,0.68
U02711,high_intent,0.99
U02712,low_engagement,0.68
U02713,low_engagement,0.71
U02714,new_cold_customer,0.67
U02715,low_engagement,0.74
U02716,loyal_customer,0.84
U02717,low_engagement,0.71
U02718,low_engagement,0.68
U02719,low_engagement,0.68
U02720,new_cold_customer,0.67
U02721,price_sensitive,0.73
U02722,new_cold_customer,0.67
U02723,new_cold_customer,0.7
U02724,new_cold_customer,0.64
U02725,loyal_customer,0.84
U02726,high_intent,0.94
U02727,high_intent,0.99
U02728,low_engagement,0.74
U02729,new_cold_customer,0.61
U02730,loyal_customer,0.81
U02731,low_engagement,0.71
U02732,new_cold_customer,0.7
U02733,new_cold_customer,0.67
U02734,loyal_customer,0.87
U02735,new_cold_customer,0.7
U02736,loyal_customer,0.9
U02737,low_engagement,0.71
U02738,loyal_customer,0.9
U02739,new_cold_customer,0.67
U02740,loyal_customer,0.87
U02741,price_sensitive,0.79
U02742,low_engagement,0.77
U02743,loyal_customer,0.87
U02744,low_engagement,0.77
U02745,new_cold_customer,0.64
U02746,low_engagement,0.68
U02747,loyal_customer,0.9
U02748,high_intent,0.99
U02749,loyal_customer,0.9
U02750,new_cold_customer,0.7
U02751,loyal_customer,0.9
U02752,new_cold_customer,0.7
U02753,new_cold_customer,0.64
U02754,new_cold_customer,0.67
U02755,loyal_customer,0.84
U02756,high_intent,0.99
U02757,new_cold_customer,0.67
U02758,low_engagement,0.77
U02759,price_sensitive,0.76
U02760,price_sensitive,0.76
U02761,new_cold_customer,0.64
U02762,new_cold_customer,0.67
U02763,new_cold_customer,0.64
U02764,loyal_customer,0.87
U02765,price_sensitive,0.73
U02766,new_cold_customer,0.7
U02767,high_intent,0.94
U02768,new_cold_customer,0.7
U02769,low_engagement,0.68
U02770,low_engagement,0.71
U02771,loyal_customer,0.84
U02772,low_engagement,0.68
U02773,new_cold_customer,0.7
U02774,new_cold_customer,0.64
U02775,low_engagement,0.68
U02776,new_cold_customer,0.7
U02777,high_intent,0.99
U02778,loyal_customer,0.9
U02779,low_engagement,0.71
U02780,high_intent,0.97
U02781,new_cold_customer,0.64
U02782,new_cold_customer,0.7
U02783,new_cold_customer,0.61
U02784,loyal_customer,0.9
U02785,price_sensitive,0.79
U02786,loyal_customer,0.84
U02787,high_intent,0.94
U02788,low_engagement,0.74
U02789,low_engagement,0.74
U02790,low_engagement,0.77
U02791,loyal_customer,0.81
U02792,low_engagement,0.68
U02793,high_intent,0.99
U02794,low_engagement,0.68
U02795,low_engagement,0.74
U02796,low_engagement,0.74
U02797,loyal_customer,0.9
U02798,price_sensitive,0.79
U02799,low_engagement,0.68
U02800,loyal_customer,0.81
U02801,price_sensitive,0.76
U02802,loyal_customer,0.84
U02803,loyal_customer,0.84
U02804,new_cold_customer,0.67
U02805,loyal_customer,0.87
U02806,low_engagement,0.68
U02807,loyal_customer,0.81
U02808,low_engagement,0.77
U02809,low_engagement,0.74
U02810,high_intent,0.94
U02811,loyal_customer,0.9
U02812,high_intent,0.99
U02813,price_sensitive,0.73
U02814,low_engagement,0.68
U02815,low_engagement,0.71
U02816,high_intent,0.99
U02817,new_cold_customer,0.7
U02818,loyal_customer,0.9
U02819,price_sensitive,0.79
U02820,new_cold_customer,0.7
U02821,new_cold_customer,0.7
U02822,new_cold_customer,0.7
U02823,loyal_customer,0.87
U02824,price_sensitive,0.76
U02825,loyal_customer,0.87
U02826,low_engagement,0.68
U02827,new_cold_customer,0.64
U02828,low_engagement,0.68
U02829,loyal_customer,0.84
U02830,low_engagement,0.74
U02831,new_cold_customer,0.61
U02832,loyal_customer,0.84
U02833,low_engagement,0.77
U02834,loyal_customer,0.87
U02835,low_engagement,0.74
U02836,new_cold_customer,0.64
U02837,loyal_customer,0.87
U02838,new_cold_customer,0.61
U02839,high_intent,0.99
U02840,low_engagement,0.74
U02841,high_intent,0.99
U02842,loyal_customer,0.9
U02843,high_intent,0.94
U02844,new_cold_customer,0.7
U02845,new_cold_customer,0.61
U02846,high_intent,0.97
U02847,low_engagement,0.74
U02848,low_engagement,0.77
U02849,high_intent,0.99
U02850,low_engagement,0.77
U02851,loyal_customer,0.9
U02852,new_cold_customer,0.64
U02853,low_engagement,0.77
U02854,low_engagement,0.71
U02855,new_cold_customer,0.64
U02856,price_sensitive,0.79
U02857,new_cold_customer,0.61
U02858,price_sensitive,0.79
U02859,price_sensitive,0.76
U02860,high_intent,0.99
U02861,new_cold_customer,0.7
U02862,new_cold_customer,0.67
U02863,new_cold_customer,0.7
U02864,price_sensitive,0.79
U02865,loyal_customer,0.81
U02866,price_sensitive,0.76
U02867,low_engagement,0.68
U02868,low_engagement,0.77
U02869,price_sensitive,0.76
U02870,new_cold_customer,0.7
U02871,new_cold_customer,0.64
U02872,high_intent,0.94
U02873,high_intent,0.99
U02874,loyal_customer,0.9
U02875,new_cold_customer,0.61
U02876,new_cold_customer,0.7
U02877,loyal_customer,0.9
U02878,new_cold_customer,0.7
U02879,low_engagement,0.77
U02880,loyal_customer,0.9
U02881,low_engagement,0.68
U02882,loyal_customer,0.87
U02883,new_cold_customer,0.61
U02884,price_sensitive,0.73
U02885,new_cold_customer,0.64
U02886,new_cold_customer,0.67
U02887,new_cold_customer,0.61
U02888,new_cold_customer,0.7
U02889,loyal_customer,0.9
U02890,high_intent,0.99
U02891,loyal_customer,0.9
U02892,new_cold_customer,0.64
U02893,high_intent,0.94
U02894,price_sensitive,0.76
U02895,high_intent,0.99
U02896,low_engagement,0.74
U02897,low_engagement,0.68
U02898,new_cold_customer,0.64
U02899,new_cold_customer,0.7
U02900,price_sensitive,0.79
U02901,new_cold_customer,0.7
U02902,loyal_customer,0.9
U02903,low_engagement,0.77
U02904,new_cold_customer,0.67
U02905,new_cold_customer,0.67
U02906,loyal_customer,0.81
U02907,high_intent,0.99
U02908,low_engagement,0.77
U02909,price_sensitive,0.73
U02910,new_cold_customer,0.61
U02911,low_engagement,0.77
U02912,low_engagement,0.68
U02913,low_engagement,0.74
U02914,loyal_customer,0.84
U02915,new_cold_customer,0.64
U02916,new_cold_customer,0.67
U02917,loyal_customer,0.81
U02918,loyal_customer,0.9
U02919,new_cold_customer,0.61
U02920,loyal_customer,0.81
U02921,new_cold_customer,0.67
U02922,new_cold_customer,0.7
U02923,loyal_customer,0.84
U02924,loyal_customer,0.87
U02925,high_intent,0.97
U02926,low_engagement,0.74
U02927,new_cold_customer,0.64
U02928,price_sensitive,0.73
U02929,low_engagement,0.77
U02930,new_cold_customer,0.7
U02931,low_engagement,0.68
U02932,loyal_customer,0.84
U02933,low_engagement,0.74
U02934,price_sensitive,0.76
U02935,low_engagement,0.77
U02936,high_intent,0.97
U02937,new_cold_customer,0.7
U02938,loyal_customer,0.81
U02939,new_cold_customer,0.7
U02940,high_intent,0.94
U02941,new_cold_customer,0.61
U02942,high_intent,0.94
U02943,new_cold_customer,0.67
U02944,loyal_customer,0.9
U02945,loyal_customer,0.87
U02946,low_engagement,0.74
U02947,new_cold_customer,0.61
U02948,loyal_customer,0.87
U02949,low_engagement,0.68
U02950,new_cold_customer,0.7
U02951,low_engagement,0.74
U02952,high_intent,0.99
U02953,high_intent,0.99
U02954,new_cold_customer,0.7
U02955,loyal_customer,0.9
U02956,loyal_customer,0.84
U02957,new_cold_customer,0.7
U02958,low_engagement,0.68
U02959,loyal_customer,0.87
U02960,new_cold_customer,0.67
U02961,new_cold_customer,0.61
U02962,new_cold_customer,0.67
U02963,loyal_customer,0.81
U02964,new_cold_customer,0.67
U02965,new_cold_customer,0.61
U02966,price_sensitive,0.79
U02967,new_cold_customer,0.7
U02968,new_cold_customer,0.7
U02969,high_intent,0.99
U02970,new_cold_customer,0.64
U02971,high_intent,0.99
U02972,new_cold_customer,0.61
U02973,loyal_customer,0.84
U02974,new_cold_customer,0.64
U02975,low_engagement,0.68
U02976,new_cold_customer,0.64
U02977,new_cold_customer,0.61
U02978,loyal_customer,0.81
U02979,loyal_customer,0.84
U02980,low_engagement,0.68
U02981,new_cold_customer,0.7
U02982,low_engagement,0.71
U02983,loyal_customer,0.84
U02984,low_engagement,0.74
U02985,new_cold_customer,0.7
U02986,loyal_customer,0.9
U02987,new_cold_customer,0.64
U02988,new_cold_customer,0.67
U02989,new_cold_customer,0.64
U02990,loyal_customer,0.81
U02991,high_intent,0.97
U02992,high_intent,0.99
U02993,new_cold_customer,0.64
U02994,new_cold_customer,0.64
U02995,new_cold_customer,0.7
U02996,loyal_customer,0.81
U02997,new_cold_customer,0.64
U02998,low_engagement,0.74
U02999,new_cold_customer,0.7
U03000,high_intent,0.97
U03001,new_cold_customer,0.61
U03002,new_cold_customer,0.64
U03003,low_engagement,0.77
U03004,new_cold_customer,0.7
U03005,new_cold_customer,0.61
U03006,new_cold_customer,0.67
U03007,new_cold_customer,0.7
U03008,low_engagement,0.74
U03009,new_cold_customer,0.64
U03010,low_engagement,0.68
U03011,high_intent,0.99
U03012,high_intent,0.99
U03013,new_cold_customer,0.64
U03014,high_intent,0.99
U03015,new_cold_customer,0.7
U03016,loyal_customer,0.9
U03017,new_cold_customer,0.61
U03018,new_cold_customer,0.61
U03019,high_intent,0.99
U03020,low_engagement,0.68
U03021,low_engagement,0.74
U03022,new_cold_customer,0.64
U03023,price_sensitive,0.76
U03024,low_engagement,0.68
U03025,loyal_customer,0.9
U03026,loyal_customer,0.84
U03027,loyal_customer,0.84
U03028,low_engagement,0.77
U03029,low_engagement,0.68
U03030,new_cold_customer,0.64
U03031,high_intent,0.99
U03032,high_intent,0.99
U03033,low_engagement,0.77
U03034,loyal_customer,0.9
U03035,low_engagement,0.77
U03036,new_cold_customer,0.67
U03037,new_cold_customer,0.67
U03038,low_engagement,0.71
U03039,new_cold_customer,0.61
U03040,loyal_customer,0.81
U03041,loyal_customer,0.81
U03042,price_sensitive,0.73
U03043,low_engagement,0.71
U03044,new_cold_customer,0.64
U03045,low_engagement,0.74
U03046,loyal_customer,0.84
U03047,loyal_customer,0.9
U03048,low_engagement,0.77
U03049,low_engagement,0.71
U03050,high_intent,0.99
U03051,new_cold_customer,0.67
U03052,low_engagement,0.77
U03053,new_cold_customer,0.64
U03054,loyal_customer,0.9
U03055,low_engagement,0.68
U03056,new_cold_customer,0.7
U03057,low_engagement,0.71
U03058,low_engagement,0.68
U03059,loyal_customer,0.9
U03060,low_engagement,0.68
U03061,new_cold_customer,0.64
U03062,new_cold_customer,0.7
U03063,high_intent,0.97
U03064,high_intent,0.94
U03065,new_cold_customer,0.7
U03066,new_cold_customer,0.67
U03067,high_intent,0.97
U03068,loyal_customer,0.84
U03069,loyal_customer,0.87
U03070,loyal_customer,0.9
U03071,new_cold_customer,0.61
U03072,high_intent,0.99
U03073,loyal_customer,0.9
U03074,price_sensitive,0.73
U03075,loyal_customer,0.9
U03076,new_cold_customer,0.7
U03077,loyal_customer,0.81
U03078,new_cold_customer,0.7
U03079,loyal_customer,0.9
U03080,price_sensitive,0.76
U03081,new_cold_customer,0.67
U03082,low_engagement,0.77
U03083,low_engagement,0.68
U03084,new_cold_customer,0.64
U03085,low_engagement,0.77
U03086,low_engagement,0.77
U03087,low_engagement,0.74
U03088,price_sensitive,0.79
U03089,high_intent,0.99
U03090,new_cold_customer,0.7
U03091,new_cold_customer,0.61
U03092,new_cold_customer,0.67
U03093,loyal_customer,0.9
U03094,new_cold_customer,0.7
U03095,loyal_customer,0.9
U03096,low_engagement,0.68
U03097,new_cold_customer,0.64
U03098,loyal_customer,0.81
U03099,high_intent,0.99
U03100,new_cold_customer,0.64
U03101,new_cold_customer,0.7
U03102,new_cold_customer,0.61
U03103,low_engagement,0.71
U03104,price_sensitive,0.76
U03105,new_cold_customer,0.61
U03106,high_intent,0.97
U03107,new_cold_customer,0.67
U03108,new_cold_customer,0.64
U03109,high_intent,0.99
U03110,new_cold_customer,0.67
U03111,new_cold_customer,0.67
U03112,new_cold_customer,0.67
U03113,low_engagement,0.74
U03114,new_cold_customer,0.7
U03115,new_cold_customer,0.7
U03116,loyal_customer,0.87
U03117,loyal_customer,0.9
U03118,new_cold_customer,0.7
U03119,new_cold_customer,0.64
U03120,high_intent,0.94
U03121,high_intent,0.94
U03122,low_engagement,0.68
U03123,new_cold_customer,0.67
U03124,low_engagement,0.74
U03125,new_cold_customer,0.61
U03126,high_intent,0.99
U03127,low_engagement,0.71
U03128,low_engagement,0.74
U03129,loyal_customer,0.87
U03130,high_intent,0.99
U03131,price_sensitive,0.79
U03132,price_sensitive,0.79
U03133,loyal_customer,0.9
U03134,price_sensitive,0.76
U03135,new_cold_customer,0.64
U03136,loyal_customer,0.84
U03137,new_cold_customer,0.61
U03138,high_intent,0.94
U03139,new_cold_customer,0.67
U03140,high_intent,0.99
U03141,price_sensitive,0.79
U03142,new_cold_customer,0.67
U03143,new_cold_customer,0.61
U03144,price_sensitive,0.76
U03145,high_intent,0.99
U03146,high_intent,0.99
U03147,loyal_customer,0.9
U03148,low_engagement,0.74
U03149,new_cold_customer,0.61
U03150,high_intent,0.99
U03151,low_engagement,0.68
U03152,low_engagement,0.68
U03153,loyal_customer,0.9
U03154,new_cold_customer,0.67
U03155,new_cold_customer,0.61
U03156,high_intent,0.99
U03157,new_cold_customer,0.67
U03158,new_cold_customer,0.67
U03159,high_intent,0.94
U03160,loyal_customer,0.81
U03161,high_intent,0.99
U03162,new_cold_customer,0.67
U03163,new_cold_customer,0.67
U03164,low_engagement,0.71
U03165,low_engagement,0.68
U03166,new_cold_customer,0.67
U03167,new_cold_customer,0.64
U03168,new_cold_customer,0.7
U03169,new_cold_customer,0.64
U03170,loyal_customer,0.9
U03171,new_cold_customer,0.67
U03172,high_intent,0.99
U03173,high_intent,0.99
U03174,loyal_customer,0.87
U03175,new_cold_customer,0.64
U03176,new_cold_customer,0.7
U03177,high_intent,0.99
U03178,low_engagement,0.74
U03179,new_cold_customer,0.7
U03180,loyal_customer,0.84
U03181,new_cold_customer,0.67
U03182,low_engagement,0.77
U03183,low_engagement,0.68
U03184,low_engagement,0.77
U03185,new_cold_customer,0.64
U03186,price_sensitive,0.76
U03187,loyal_customer,0.84
U03188,new_cold_customer,0.7
U03189,price_sensitive,0.79
U03190,price_sensitive,0.73
U03191,low_engagement,0.77
U03192,low_engagement,0.74
U03193,low_engagement,0.68
U03194,new_cold_customer,0.67
U03195,new_cold_customer,0.7
U03196,low_engagement,0.68
U03197,low_engagement,0.77
U03198,new_cold_customer,0.61
U03199,low_engagement,0.68
U03200,new_cold_customer,0.64
U03201,low_engagement,0.74
